City_Id,City,Cloudiness,Country,Date,Humidity,Lat,lng,Max Temp,Wind Speed
2826287,Stralsund,19,DE,1612043331,81,54.3091,13.0818,23.0,1.01
3359638,Walvis Bay,0,NA,1612043293,82,-22.9575,14.5053,66.99,4.61
966380,Pampierstad,27,ZA,1612043332,62,-27.7832,24.6877,72.95,8.43
2269514,Castelo Branco,77,PT,1612043333,79,39.8222,-7.4909,51.01,8.99
6180550,Whitehorse,75,CA,1612043333,77,60.7161,-135.0538,-7.6,2.3
933726,Tshane,69,BW,1612043333,64,-24.0196,21.8684,75.11,7.76
104515,Makkah al Mukarramah,0,SA,1612043239,42,21.4267,39.8261,67.51,6.2
5071348,Kearney,90,US,1612043334,93,40.6995,-99.0815,32.0,29.93
780687,Berlevåg,100,NO,1612043334,96,70.8578,29.0864,24.93,21.92
1527121,Tyup,49,KG,1612043334,74,42.7276,78.3648,16.36,2.77
87205,Darnah,0,LY,1612043321,75,32.767,22.6367,60.4,9.37
3385899,Tutóia,20,BR,1612043304,74,-2.7619,-42.2744,84.2,14.97
3470709,Barra do Garças,1,BR,1612043296,75,-15.89,-52.2567,79.02,3.38
1278935,Amalāpuram,100,IN,1612043336,94,16.5833,82.0167,68.09,0.78
172515,Abu Samrah,98,SY,1612043336,67,35.3029,37.1841,49.71,13.15
915471,Kalabo,100,ZM,1612043336,90,-14.97,22.6814,69.67,3.31
3355672,Lüderitz,7,NA,1612043290,61,-26.6481,15.1594,67.73,23.47
145531,Saurimo,100,AO,1612043337,93,-9.6608,20.3916,67.05,3.33
933995,Souillac,20,MU,1612043294,89,-20.5167,57.5167,78.8,3.44
3039162,Sant Julià de Loria,84,AD,1612043338,87,42.4625,1.4825,41.0,4.0
5905191,Boissevain,90,CA,1612043338,100,49.2306,-100.0559,21.2,4.61
164947,Salamiyah,100,SY,1612043338,64,35.0113,37.0532,49.73,16.04
5044290,Saint Anthony,90,US,1612043339,64,45.0205,-93.218,33.8,6.91
5954718,Flin Flon,90,CA,1612043339,86,54.7682,-101.865,15.8,1.79
2206874,Waipawa,24,NZ,1612043339,67,-41.4122,175.5153,64.99,6.91
3383427,Nieuw Nickerie,72,SR,1612043340,88,5.95,-56.9833,78.12,11.65
5563839,Fortuna,75,US,1612043313,76,40.5982,-124.1573,55.0,19.57
1696482,Pagudpud,75,PH,1612043340,68,18.5616,120.7868,68.0,3.44
5367788,Lompoc,90,US,1612043322,62,34.6391,-120.4579,57.2,4.61
2270385,Camacha,20,PT,1612043341,94,33.0833,-16.3333,60.8,9.22
1863495,Gushikawa,1,JP,1612043295,81,26.3544,127.8686,53.6,4.61
986717,Kruisfontein,1,ZA,1612043292,85,-34.0033,24.7314,63.0,1.01
1626542,Sorong,100,ID,1612043333,84,-0.8833,131.25,78.21,12.62
3372472,Vila Franca do Campo,75,PT,1612043321,100,37.7167,-25.4333,62.01,16.11
2122493,Omsukchan,100,RU,1612043342,80,62.5333,155.8,-31.14,9.31
1624725,Tarakan,100,ID,1612043314,86,3.3,117.6333,75.97,6.15
2186111,Ngunguru,3,NZ,1612043343,61,-35.6167,174.5,72.0,8.99
53372,Oodweyne,0,SO,1612043343,26,9.4092,45.064,65.32,6.46
1484923,Zykovo,23,RU,1612043344,74,55.9519,93.1461,-36.4,1.41
1275899,Bhiwāni,0,IN,1612043344,45,28.7833,76.1333,48.56,2.8
3013521,Hennebont,90,FR,1612043344,100,47.8051,-3.2734,50.0,8.05
2647984,Great Yarmouth,100,GB,1612043345,70,52.6083,1.7305,39.0,13.8
3421719,Narsaq,75,GL,1612043292,33,60.9167,-46.05,41.0,35.68
2514301,Mahon,40,ES,1612043111,87,39.8885,4.2658,50.0,11.5
2126199,Cherskiy,4,RU,1612043300,82,68.75,161.3,-37.64,1.25
2392087,Porto-Novo,20,BJ,1612043196,84,6.4965,2.6036,84.2,10.36
